11,11,0
1,1,0
2,2,0
1,1,0
1,1,0
2,2,0
2,2,0
1,1,0
4,4,0
2,2,0
4,4,0
2,2,0
1,1,0
1,1,0
2,2,0
2,2,0
9,9,0
121,121,0
5,5,0
5,5,0
0,0,0
1,1,0
4,4,0
2,2,0
1,1,0
0,0,0
0,0,0
2,2,0
1,1,0
4,4,0
1,1,0
0,0,0
0,0,0
1,1,0
1,1,0
3,3,0
2,2,0
3,3,0
1,1,0
4,4,0
1,1,0
1,1,0
24,24,0
9,9,0
1,1,0
2,2,0
1,1,0
1,1,0
0,0,0
7,7,0
1,1,0
2,2,0
2,2,0
2,2,0
3,3,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
2,2,0
112,112,0
94,94,0
1,1,0
2,2,0
1,1,0
1,1,0
3,3,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
3,3,0
2,2,0
2,2,0
2,2,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,2,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
2,2,0
0,0,0
2,2,0
2,2,0
1,1,0
1,1,0
2,2,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,2,0
1,1,0
5,5,0
2,2,0
1,1,0
1,1,0
2,2,0
1,1,0
2,2,0
2,2,0
2,2,0
2,2,0
1,1,0
1,1,0
3,3,0
2,2,0
2,2,0
1,1,0
2,2,0
1,1,0
0,0,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
8,8,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
3,3,0
3,3,0
3,3,0
4,4,0
1,1,0
60,60,0
3,3,0
22,22,0
1,1,0
1,1,0
4,4,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
2,2,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
2,2,0
4,4,0
1,1,0
4,4,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
2,2,0
2,2,0
3,3,0
2,2,0
1,1,0
3,3,0
3,3,0
9,9,0
2,2,0
7,7,0
4,4,0
2,2,0
9,9,0
2,2,0
1,1,0
1,1,0
1,1,0
2,2,0
2,2,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
0,0,0
1,1,0
2,2,0
2,2,0
1,1,0
1,1,0
3,3,0
4,4,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
2,2,0
1,1,0
2,2,0
3,3,0
1,1,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
1,1,0
1,1,0
1,1,0
0,0,0
1,1,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,2,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
3,3,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
1,1,0
2,2,0
2,2,0
1,1,0
1,1,0
2,2,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
